_id,clusterID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,sessionID,siteID,spaceID,stationID,timezone,userID,userInputs,
"5bc90cb9f9af8b0d7fe77ce3","0039","Wed, 25 Apr 2018 15:44:42 GMT","Thu, 26 Apr 2018 00:41:45 GMT","Wed, 25 Apr 2018 17:40:09 GMT",2.49,"2_39_79_383_2018-04-25 15:44:41.818763","0002","CA-492","2-39-79-383","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce4","0039","Wed, 25 Apr 2018 15:48:23 GMT","Thu, 26 Apr 2018 00:32:18 GMT","Wed, 25 Apr 2018 18:06:06 GMT",5.95,"2_39_89_25_2018-04-25 15:48:22.693006","0002","CA-315","2-39-89-25","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce5","0039","Wed, 25 Apr 2018 15:51:21 GMT","Thu, 26 Apr 2018 00:32:44 GMT","Wed, 25 Apr 2018 17:56:52 GMT",4.474,"2_39_95_444_2018-04-25 15:51:20.521751","0002","CA-497","2-39-95-444","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce6","0039","Wed, 25 Apr 2018 15:53:29 GMT","Thu, 26 Apr 2018 00:28:12 GMT","Wed, 25 Apr 2018 19:55:15 GMT",6.531,"2_39_124_22_2018-04-25 15:53:29.117069","0002","CA-312","2-39-124-22","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce7","0039","Wed, 25 Apr 2018 15:57:29 GMT","Thu, 26 Apr 2018 01:28:29 GMT","Wed, 25 Apr 2018 18:23:12 GMT",6.023,"2_39_89_439_2018-04-25 15:57:29.146101","0002","CA-501","2-39-89-439","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce8","0039","Wed, 25 Apr 2018 15:59:24 GMT","Thu, 26 Apr 2018 00:51:51 GMT","Wed, 25 Apr 2018 18:27:10 GMT",9.553,"2_39_92_442_2018-04-25 15:59:23.996834","0002","CA-498","2-39-92-442","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ce9","0039","Wed, 25 Apr 2018 16:01:26 GMT","Thu, 26 Apr 2018 00:33:06 GMT","Thu, 26 Apr 2018 00:14:16 GMT",14.693,"2_39_123_23_2018-04-25 16:01:25.950919","0002","CA-313","2-39-123-23","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cea","0039","Wed, 25 Apr 2018 16:02:03 GMT","Wed, 25 Apr 2018 21:31:50 GMT","Wed, 25 Apr 2018 17:14:25 GMT",2.207,"2_39_90_440_2018-04-25 16:02:03.486354","0002","CA-500","2-39-90-440","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ceb","0039","Wed, 25 Apr 2018 16:02:10 GMT","Wed, 25 Apr 2018 19:27:55 GMT","Wed, 25 Apr 2018 19:27:51 GMT",9.153,"2_39_78_364_2018-04-25 16:02:09.867816","0002","CA-495","2-39-78-364","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cec","0039","Wed, 25 Apr 2018 16:03:59 GMT","Wed, 25 Apr 2018 23:57:15 GMT","Wed, 25 Apr 2018 22:19:58 GMT",17.446,"2_39_88_24_2018-04-25 16:03:58.630483","0002","CA-314","2-39-88-24","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77ced","0039","Wed, 25 Apr 2018 16:04:31 GMT","Thu, 26 Apr 2018 01:42:00 GMT","Wed, 25 Apr 2018 18:13:16 GMT",4.548,"2_39_90_26_2018-04-25 16:04:30.761826","0002","CA-316","2-39-90-26","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cee","0039","Wed, 25 Apr 2018 16:25:51 GMT","Wed, 25 Apr 2018 22:30:46 GMT","Wed, 25 Apr 2018 22:30:41 GMT",32.708,"2_39_88_438_2018-04-25 16:25:51.104829","0002","CA-502","2-39-88-438","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cef","0039","Wed, 25 Apr 2018 16:38:01 GMT","Thu, 26 Apr 2018 00:00:51 GMT","Wed, 25 Apr 2018 18:48:11 GMT",6.764,"2_39_78_363_2018-04-25 16:38:01.120020","0002","CA-320","2-39-78-363","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf0","0039","Wed, 25 Apr 2018 16:52:05 GMT","Thu, 26 Apr 2018 01:53:12 GMT","Wed, 25 Apr 2018 21:40:57 GMT",10.879,"2_39_79_378_2018-04-25 16:52:05.160592","0002","CA-326","2-39-79-378","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf1","0039","Wed, 25 Apr 2018 17:06:18 GMT","Thu, 26 Apr 2018 02:10:51 GMT","Wed, 25 Apr 2018 19:21:33 GMT",5.07,"2_39_123_557_2018-04-25 17:06:18.267849","0002","CA-503","2-39-123-557","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf2","0039","Wed, 25 Apr 2018 18:22:03 GMT","Sun, 29 Apr 2018 00:24:02 GMT","Thu, 26 Apr 2018 01:41:10 GMT",6.337,"2_39_79_382_2018-04-25 18:22:03.219076","0002","CA-491","2-39-79-382","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf3","0039","Wed, 25 Apr 2018 18:47:12 GMT","Wed, 25 Apr 2018 19:36:38 GMT","Wed, 25 Apr 2018 19:36:31 GMT",2.375,"2_39_78_366_2018-04-25 18:47:11.743708","0002","CA-323","2-39-78-366","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf4","0039","Wed, 25 Apr 2018 19:32:05 GMT","Wed, 25 Apr 2018 21:46:47 GMT","Wed, 25 Apr 2018 21:47:47 GMT",6.523,"2_39_78_362_2018-04-25 19:32:04.994953","0002","CA-496","2-39-78-362","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf5","0039","Wed, 25 Apr 2018 19:33:01 GMT","Wed, 25 Apr 2018 23:43:32 GMT","Wed, 25 Apr 2018 20:25:58 GMT",2.203,"2_39_78_367_2018-04-25 19:33:01.165970","0002","CA-494","2-39-78-367","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf6","0039","Wed, 25 Apr 2018 19:40:02 GMT","Thu, 26 Apr 2018 00:17:12 GMT","Wed, 25 Apr 2018 22:07:12 GMT",7.738,"2_39_91_441_2018-04-25 19:40:02.051458","0002","CA-499","2-39-91-441","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf7","0039","Wed, 25 Apr 2018 19:41:42 GMT","Thu, 26 Apr 2018 00:35:28 GMT","Wed, 25 Apr 2018 23:12:06 GMT",12.94,"2_39_79_377_2018-04-25 19:41:42.209444","0002","CA-325","2-39-79-377","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf8","0039","Wed, 25 Apr 2018 19:43:13 GMT","Thu, 26 Apr 2018 00:56:23 GMT","Thu, 26 Apr 2018 00:56:17 GMT",14.328,"2_39_78_366_2018-04-25 19:43:13.444818","0002","CA-323","2-39-78-366","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cf9","0039","Wed, 25 Apr 2018 20:14:50 GMT","Wed, 25 Apr 2018 23:56:33 GMT","Wed, 25 Apr 2018 23:28:12 GMT",4.189,"2_39_79_376_2018-04-25 20:14:49.585487","0002","CA-324","2-39-79-376","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cfa","0039","Wed, 25 Apr 2018 20:30:49 GMT","Thu, 26 Apr 2018 02:52:48 GMT","Wed, 25 Apr 2018 21:05:52 GMT",0.829,"2_39_125_21_2018-04-25 20:30:48.546707","0002","CA-311","2-39-125-21","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cfb","0039","Wed, 25 Apr 2018 21:57:42 GMT","Thu, 26 Apr 2018 03:06:25 GMT","Thu, 26 Apr 2018 03:07:23 GMT",27.743,"2_39_78_362_2018-04-25 21:57:41.664229","0002","CA-496","2-39-78-362","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cfc","0039","Wed, 25 Apr 2018 22:17:32 GMT","Thu, 26 Apr 2018 02:07:17 GMT","Thu, 26 Apr 2018 01:13:17 GMT",12.692,"2_39_90_440_2018-04-25 22:17:32.279706","0002","CA-500","2-39-90-440","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cfd","0039","Wed, 25 Apr 2018 22:42:48 GMT","Wed, 25 Apr 2018 23:36:11 GMT","Wed, 25 Apr 2018 23:18:46 GMT",1.304,"2_39_88_438_2018-04-25 22:42:48.381752","0002","CA-502","2-39-88-438","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cfe","0039","Thu, 26 Apr 2018 00:02:16 GMT","Thu, 26 Apr 2018 02:11:35 GMT","Thu, 26 Apr 2018 02:00:58 GMT",11.466,"2_39_79_380_2018-04-26 00:02:15.719927","0002","CA-489","2-39-79-380","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77cff","0039","Thu, 26 Apr 2018 00:03:03 GMT","Thu, 26 Apr 2018 04:31:41 GMT","Thu, 26 Apr 2018 03:32:19 GMT",11.695,"2_39_79_379_2018-04-26 00:03:03.183150","0002","CA-327","2-39-79-379","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d00","0039","Thu, 26 Apr 2018 00:05:36 GMT","Thu, 26 Apr 2018 00:31:05 GMT","Thu, 26 Apr 2018 00:30:52 GMT",2.87,"2_39_88_438_2018-04-26 00:05:36.143402","0002","CA-502","2-39-88-438","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d01","0039","Thu, 26 Apr 2018 00:07:10 GMT","Thu, 26 Apr 2018 04:17:45 GMT","Thu, 26 Apr 2018 01:16:50 GMT",2.264,"2_39_79_381_2018-04-26 00:07:09.533117","0002","CA-490","2-39-79-381","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d02","0039","Thu, 26 Apr 2018 01:21:28 GMT","Thu, 26 Apr 2018 11:31:13 GMT","Thu, 26 Apr 2018 09:20:00 GMT",1.02,"2_39_78_367_2018-04-26 01:21:27.557439","0002","CA-494","2-39-78-367","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d03","0039","Thu, 26 Apr 2018 01:40:29 GMT","Thu, 26 Apr 2018 04:00:22 GMT","Thu, 26 Apr 2018 02:32:53 GMT",5.023,"2_39_139_28_2018-04-26 01:40:28.805199","0002","CA-303","2-39-139-28","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d04","0039","Thu, 26 Apr 2018 01:48:55 GMT","Thu, 26 Apr 2018 04:00:36 GMT","Thu, 26 Apr 2018 03:18:33 GMT",8.693,"2_39_127_19_2018-04-26 01:48:54.561755","0002","CA-309","2-39-127-19","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d05","0039","Thu, 26 Apr 2018 01:49:57 GMT","Thu, 26 Apr 2018 03:48:38 GMT","Thu, 26 Apr 2018 02:41:30 GMT",4.915,"2_39_138_29_2018-04-26 01:49:57.021388","0002","CA-304","2-39-138-29","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d06","0039","Thu, 26 Apr 2018 02:17:10 GMT","Thu, 26 Apr 2018 04:29:39 GMT","Thu, 26 Apr 2018 04:29:34 GMT",13.892,"2_39_123_23_2018-04-26 02:17:10.267290","0002","CA-313","2-39-123-23","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d07","0039","Thu, 26 Apr 2018 02:25:14 GMT","Thu, 26 Apr 2018 02:36:24 GMT","Thu, 26 Apr 2018 02:36:19 GMT",1.155,"2_39_128_18_2018-04-26 02:25:13.890489","0002","CA-308","2-39-128-18","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d08","0039","Thu, 26 Apr 2018 02:36:02 GMT","Thu, 26 Apr 2018 04:38:47 GMT","Thu, 26 Apr 2018 04:34:34 GMT",11.891,"2_39_95_27_2018-04-26 02:36:01.816238","0002","CA-319","2-39-95-27","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d09","0039","Thu, 26 Apr 2018 02:49:57 GMT","Thu, 26 Apr 2018 04:24:44 GMT","Thu, 26 Apr 2018 04:00:57 GMT",6.956,"2_39_91_437_2018-04-26 02:49:57.469463","0002","CA-317","2-39-91-437","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d0a","0039","Thu, 26 Apr 2018 03:07:04 GMT","Thu, 26 Apr 2018 03:30:00 GMT","Thu, 26 Apr 2018 03:29:55 GMT",2.568,"2_39_128_18_2018-04-26 03:07:04.059557","0002","CA-308","2-39-128-18","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d0b","0039","Thu, 26 Apr 2018 03:13:44 GMT","Thu, 26 Apr 2018 16:47:48 GMT","Thu, 26 Apr 2018 05:32:35 GMT",6.503,"2_39_79_378_2018-04-26 03:13:43.624162","0002","CA-326","2-39-79-378","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d0c","0039","Thu, 26 Apr 2018 03:33:58 GMT","Thu, 26 Apr 2018 05:36:31 GMT","Thu, 26 Apr 2018 04:46:04 GMT",2.272,"2_39_125_559_2018-04-26 03:33:57.793302","0002","CA-505","2-39-125-559","America/Los_Angeles",,,
"5bc90cb9f9af8b0d7fe77d0d","0039","Thu, 26 Apr 2018 06:20:56 GMT","Thu, 26 Apr 2018 14:09:01 GMT","Thu, 26 Apr 2018 14:08:56 GMT",13.926,"2_39_139_28_2018-04-26 06:20:55.934927","0002","CA-303","2-39-139-28","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68ca","0039","Thu, 26 Apr 2018 11:31:17 GMT","Thu, 26 Apr 2018 12:51:36 GMT","Thu, 26 Apr 2018 12:51:30 GMT",4.632,"2_39_78_364_2018-04-26 11:31:16.750134","0002","CA-495","2-39-78-364","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68cb","0039","Thu, 26 Apr 2018 13:25:08 GMT","Fri, 27 Apr 2018 01:17:37 GMT","Thu, 26 Apr 2018 16:53:27 GMT",12.138,"2_39_95_27_2018-04-26 13:25:08.191051","0002","CA-319","2-39-95-27","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68cc","0039","Thu, 26 Apr 2018 13:54:17 GMT","Thu, 26 Apr 2018 23:08:24 GMT","Thu, 26 Apr 2018 23:07:12 GMT",7.108,"2_39_79_380_2018-04-26 13:54:16.774334","0002","CA-489","2-39-79-380","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68cd","0039","Thu, 26 Apr 2018 14:47:08 GMT","Fri, 27 Apr 2018 00:59:45 GMT","Fri, 27 Apr 2018 00:14:02 GMT",13.155,"2_39_139_28_2018-04-26 14:47:07.799179","0002","CA-303","2-39-139-28","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68ce","0039","Thu, 26 Apr 2018 14:59:44 GMT","Thu, 26 Apr 2018 23:51:12 GMT","Thu, 26 Apr 2018 16:09:28 GMT",7.186,"2_39_79_376_2018-04-26 14:59:44.094036","0002","CA-324","2-39-79-376","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68cf","0039","Thu, 26 Apr 2018 15:05:16 GMT","Fri, 27 Apr 2018 00:10:21 GMT","Thu, 26 Apr 2018 16:06:18 GMT",2.354,"2_39_79_381_2018-04-26 15:05:15.788498","0002","CA-490","2-39-79-381","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d0","0039","Thu, 26 Apr 2018 15:05:56 GMT","Thu, 26 Apr 2018 23:16:29 GMT","Thu, 26 Apr 2018 17:09:59 GMT",13.413,"2_39_88_438_2018-04-26 15:05:55.670467","0002","CA-502","2-39-88-438","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d1","0039","Thu, 26 Apr 2018 15:27:50 GMT","Fri, 27 Apr 2018 00:14:34 GMT","Thu, 26 Apr 2018 16:32:25 GMT",6.14,"2_39_78_360_2018-04-26 15:27:50.360165","0002","CA-322","2-39-78-360","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d2","0039","Thu, 26 Apr 2018 15:28:15 GMT","Thu, 26 Apr 2018 19:41:54 GMT","Thu, 26 Apr 2018 19:00:07 GMT",6.087,"2_39_138_29_2018-04-26 15:28:14.862980","0002","CA-304","2-39-138-29","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d3","0039","Thu, 26 Apr 2018 15:45:26 GMT","Fri, 27 Apr 2018 00:30:02 GMT","Thu, 26 Apr 2018 17:48:13 GMT",6.298,"2_39_78_365_2018-04-26 15:45:25.544690","0002","CA-321","2-39-78-365","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d4","0039","Thu, 26 Apr 2018 15:46:05 GMT","Fri, 27 Apr 2018 00:06:32 GMT","Thu, 26 Apr 2018 16:55:21 GMT",4.182,"2_39_79_377_2018-04-26 15:46:05.101599","0002","CA-325","2-39-79-377","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d5","0039","Thu, 26 Apr 2018 15:46:33 GMT","Thu, 26 Apr 2018 22:41:11 GMT","Thu, 26 Apr 2018 17:17:18 GMT",4.846,"2_39_91_437_2018-04-26 15:46:32.723647","0002","CA-317","2-39-91-437","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d6","0039","Thu, 26 Apr 2018 15:47:39 GMT","Thu, 26 Apr 2018 21:46:12 GMT","Thu, 26 Apr 2018 16:40:35 GMT",2.65,"2_39_79_383_2018-04-26 15:47:39.378964","0002","CA-492","2-39-79-383","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d7","0039","Thu, 26 Apr 2018 15:55:18 GMT","Thu, 26 Apr 2018 19:27:14 GMT","Thu, 26 Apr 2018 17:05:02 GMT",2.997,"2_39_90_26_2018-04-26 15:55:17.797592","0002","CA-316","2-39-90-26","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d8","0039","Thu, 26 Apr 2018 15:56:04 GMT","Thu, 26 Apr 2018 18:30:00 GMT","Thu, 26 Apr 2018 16:55:02 GMT",2.68,"2_39_78_367_2018-04-26 15:56:03.627143","0002","CA-494","2-39-78-367","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68d9","0039","Thu, 26 Apr 2018 15:57:16 GMT","Fri, 27 Apr 2018 00:33:13 GMT","Thu, 26 Apr 2018 17:59:37 GMT",3.54,"2_39_126_20_2018-04-26 15:57:15.957331","0002","CA-310","2-39-126-20","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68da","0039","Thu, 26 Apr 2018 15:59:53 GMT","Thu, 26 Apr 2018 23:47:33 GMT","Thu, 26 Apr 2018 16:44:39 GMT",1.916,"2_39_89_25_2018-04-26 15:59:52.547723","0002","CA-315","2-39-89-25","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68db","0039","Thu, 26 Apr 2018 16:01:29 GMT","Fri, 27 Apr 2018 00:01:37 GMT","Thu, 26 Apr 2018 17:33:17 GMT",2.757,"2_39_78_361_2018-04-26 16:01:29.497269","0002","CA-493","2-39-78-361","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68dc","0039","Thu, 26 Apr 2018 16:01:58 GMT","Thu, 26 Apr 2018 19:20:15 GMT","Thu, 26 Apr 2018 19:20:10 GMT",10.248,"2_39_123_23_2018-04-26 16:01:58.184015","0002","CA-313","2-39-123-23","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68dd","0039","Thu, 26 Apr 2018 16:07:42 GMT","Fri, 27 Apr 2018 00:44:12 GMT","Fri, 27 Apr 2018 00:28:37 GMT",14.0,"2_39_125_21_2018-04-26 16:07:42.331384","0002","CA-311","2-39-125-21","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68de","0039","Thu, 26 Apr 2018 16:09:35 GMT","Thu, 26 Apr 2018 23:56:57 GMT","Thu, 26 Apr 2018 23:49:35 GMT",14.01,"2_39_124_22_2018-04-26 16:09:34.799033","0002","CA-312","2-39-124-22","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68df","0039","Thu, 26 Apr 2018 16:20:52 GMT","Thu, 26 Apr 2018 18:24:32 GMT","Thu, 26 Apr 2018 18:24:24 GMT",6.709,"2_39_128_18_2018-04-26 16:20:51.916248","0002","CA-308","2-39-128-18","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e0","0039","Thu, 26 Apr 2018 16:21:31 GMT","Fri, 27 Apr 2018 03:18:49 GMT","Fri, 27 Apr 2018 03:18:29 GMT",25.981,"2_39_88_24_2018-04-26 16:21:30.898949","0002","CA-314","2-39-88-24","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e1","0039","Thu, 26 Apr 2018 16:38:47 GMT","Fri, 27 Apr 2018 00:49:04 GMT","Thu, 26 Apr 2018 18:37:00 GMT",4.263,"2_39_90_440_2018-04-26 16:38:46.876156","0002","CA-500","2-39-90-440","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e2","0039","Thu, 26 Apr 2018 16:41:12 GMT","Thu, 26 Apr 2018 19:26:19 GMT","Thu, 26 Apr 2018 19:26:14 GMT",5.723,"2_39_91_441_2018-04-26 16:41:11.622709","0002","CA-499","2-39-91-441","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e3","0039","Thu, 26 Apr 2018 16:53:04 GMT","Fri, 27 Apr 2018 01:26:00 GMT","Thu, 26 Apr 2018 18:25:40 GMT",4.384,"2_39_92_442_2018-04-26 16:53:04.473197","0002","CA-498","2-39-92-442","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e4","0039","Thu, 26 Apr 2018 16:58:21 GMT","Fri, 27 Apr 2018 00:22:16 GMT","Fri, 27 Apr 2018 00:22:10 GMT",9.914,"2_39_78_364_2018-04-26 16:58:20.585146","0002","CA-495","2-39-78-364","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e5","0039","Thu, 26 Apr 2018 17:08:18 GMT","Fri, 27 Apr 2018 00:56:01 GMT","Fri, 27 Apr 2018 00:56:59 GMT",10.411,"2_39_78_362_2018-04-26 17:08:18.246027","0002","CA-496","2-39-78-362","America/Los_Angeles",,,
"5bc91212f9af8b0d98ff68e6","0039","Thu, 26 Apr 2018 17:11:27 GMT","Fri, 27 Apr 2018 00:22:10 GMT","Thu, 26 Apr 2018 20:40:26 GMT",9.026,"2_39_79_378_2018-04-26 17:11:27.137449","0002","CA-326","2-39-79-378","America/Los_Angeles",,,
